genesymbol3	wtvswt.20min	wtvswt.30min	wtvswt.45min	wtvswt.60min	wtvswt.90min	wtvswt.120min	wtvswt.150min	wtvswt.180min	wtvswt.240min	AveExpr	F	P.Value	adj.P.Val
GIT1	4.42637651117692	4.83026271538707	5.12177885625632	5.11996289072682	5.15854754881697	5.22530812827782	5.55356849417707	5.71403726478107	5.58430847365547	11.909706760598	690.147654405486	8.88813850295216e-12	2.45327909022947e-08
PMU2	8.61302546159395	9.8138569995227	10.3572928548682	10.2409877048271	10.128137249189	10.1656057642651	10.1032751318687	10.1069600577411	10.2365882426514	10.9560755763681	467.265509467355	5.1995132071895e-11	3.40243145495463e-08
PHO84	8.75758323874854	8.99462625334684	9.37780928272054	9.40866299818463	9.66856366898394	9.63715169181929	10.2037252295755	10.3790546729156	10.2728103271995	11.7221299034515	450.372714149865	6.14248142479798e-11	3.57287669542416e-08
YPS11	2.56347340852953	3.77573670789169	4.15661204903589	4.1528041424024	4.27313347074114	4.36997711172132	4.66744645454604	4.89107386336918	4.63520967334945	8.72634330301846	272.844879094375	5.92050414842511e-10	1.42719308896535e-07
PHM8	2.63490770347379	3.47337161007317	3.79068408056128	3.88080179370832	4.01424018408429	4.02133985295887	4.09109769591719	4.1406718097738	4.04048326689397	8.46425878486022	272.062618248676	5.99775510166908e-10	1.42719308896535e-07
PHM3	2.12973978970396	2.60571039159215	2.71538341009655	2.77659176848928	2.74161750268825	2.71227780303131	2.69381545328323	2.63697401901262	2.58391904270451	9.42475057253091	266.664202339185	6.56577773957569e-10	1.43216026944495e-07
PMU1	1.49466762013331	1.77282437887193	2.18655253478218	2.22440696395765	2.40373282658601	2.66215483564933	3.02812830685555	3.27864234416965	3.26365357963365	9.47784639616441	260.914800004821	7.24465497026484e-10	1.45868341420525e-07
ASC1	-1.5763329664858	-3.21713102959435	-5.0621003532444	-5.27817990891559	-4.84305544605145	-4.64287373631233	-4.3928267371213	-4.28809607905403	-4.21185446393832	8.11414720619714	248.601900392413	9.01091991733293e-10	1.57504443738412e-07
GDH2	0.918372921420185	2.74351798839814	3.89689492475145	3.82576913867035	3.64334987498615	3.39132921205369	3.43082031339611	3.46508359739412	3.08399535564524	7.53892407562087	239.817250563986	1.05989775158e-09	1.73392647797541e-07
YAK1	1.60416053679897	2.63594952110638	2.87453760803937	2.7926622417867	2.91695431392179	2.88531358290069	2.84852017934606	2.91524550160821	2.63103015592096	8.05951192215204	184.801861846287	3.43036313435549e-09	2.71612376267142e-07
STE3	0.5286873121056	1.57464447193238	2.53882634881601	2.73222554841824	2.88652005315556	2.86949223939605	2.93518889629348	2.74956449102005	2.80196592393063	5.94210786147375	175.29311124095	4.35113871345317e-09	3.01815897136311e-07
AWP1	3.87618144548916	4.86252448335896	5.13230263671997	5.24360101499858	5.20543099522643	5.42803192966981	6.12415052728361	6.19790518644302	5.73063318885334	8.36794952914437	174.38154747378	4.45443092658679e-09	3.01815897136311e-07
CYN1	-8.88178419700125e-16	3.5527136788005e-15	-8.88178419700125e-16	0	1.24595889710525	-1.33226762955019e-15	2.07499649563378	2.06888355637751	2.66694065939368	-3.10760784085455	169.900092294733	5.00800849353397e-09	3.2366573411914e-07
SAH1	-0.783410890710401	-1.35024123956548	-1.93011562846945	-1.95886416606587	-2.77426096919558	-2.78132893789312	-2.43248846100536	-2.40426654403166	-2.32694007924531	9.24340926163752	148.397311604908	9.20158016865755e-09	4.46021038730762e-07
CDC33	-0.941330306810441	-1.82444931427664	-2.30421331305629	-2.30677675946049	-2.228797907187	-2.12050109418737	-1.92110447555241	-1.94166876600421	-1.80552078712806	8.11025899583637	140.635263057922	1.17124264268309e-08	5.00458245900709e-07
RPS12	-1.36475828704824	-3.25678659383741	-5.8031193395114	-6.10217718618082	-5.6195818055578	-4.86414820438293	-4.43001611493994	-4.94413099194632	-3.86042804010429	8.36986991728571	132.825167732067	1.5136142286892e-08	5.60713475815148e-07
PHO86	2.42086662519794	2.25318593912111	2.13057673061814	2.1297725532345	1.96242959107061	2.05258691677253	2.03279528254602	2.012910031624	1.89459593336818	9.1811185821443	132.394829581932	1.53581269173871e-08	5.60713475815148e-07
INO2	-0.453890088567476	-1.2661737096722	-1.61747470054452	-1.96720918804452	-3.0186010974505	-2.91861537892615	-2.68745408503387	-2.66614698578928	-2.07957890337158	7.03153445350112	131.953750593917	1.55897883606925e-08	5.60713475815148e-07
HEM15	1.99138681831173	2.54459139045834	2.78339552020192	3.14406961200536	3.13907885253958	3.80812847889747	3.87694267689279	3.90140418191808	3.65561237455564	8.98579851458596	131.543558399749	1.58090645899859e-08	5.60713475815148e-07
GLK1	2.73718605199453	4.53788753625328	4.76457242409673	4.38351022864773	4.03190282824513	3.69341173100078	3.50355790635833	3.76929099042468	2.95568539464793	10.8932012796401	129.865505852426	1.67462437740935e-08	5.60713475815148e-07
MYO3	0.947883308228346	1.76839802927948	2.58516781076627	2.73882825030375	3.12356476802153	3.38010807254811	3.27849056428479	2.89138374448906	3.20078412770763	7.97808497650698	126.990751591809	1.85146865690201e-08	5.96963308113168e-07
ENA1	1.0255160463314	1.35762664707375	1.6424589397712	1.82143674015767	1.97155159982199	2.1471438314621	2.40238062873882	2.63644265215768	2.5934898661119	9.11698873625217	126.437778933448	1.88805421604348e-08	5.99028110362886e-07
RPS11B	-1.2483785399691	-3.10772641523714	-5.42530989556066	-5.72579849530009	-5.53921148636947	-4.95087261923075	-4.84986454139294	-5.39281242801445	-4.11949163368136	7.87651123406045	124.719742746397	2.00748942691581e-08	6.23404251512807e-07
GDB1	2.51715704652342	3.96788074956183	4.17690324702613	3.98248059624253	3.89637880260623	3.66125461132248	3.90205453160413	4.03302111589673	3.53279364458153	9.87648441748947	122.221838996513	2.19804907820807e-08	6.42930011705613e-07
