genesymbol3	wtvswt.20min	wtvswt.30min	wtvswt.45min	wtvswt.60min	wtvswt.90min	wtvswt.120min	wtvswt.150min	wtvswt.180min	wtvswt.240min	AveExpr	F	P.Value	adj.P.Val
CAGL0A01243g	4.42637651117692	4.83026271538707	5.12177885625632	5.11996289072682	5.15854754881697	5.22530812827782	5.55356849417707	5.71403726478107	5.58430847365547	11.909706760598	690.147654405486	8.88813850295216e-12	2.45327909022947e-08
CAGL0F08261g	1.29188729035242	4.23216367362024	6.8801051644189	7.22877547388992	7.4204889765517	7.29442811762917	7.11876086405637	6.72782864303395	6.46866199134588	7.29769393373498	624.13013217815	1.40174297177869e-11	2.45327909022947e-08
CAGL0G02563g	0.810508574911773	3.38578085369889	5.6933783063644	6.35895319724483	7.28895217223012	7.83093428564766	7.81104730939821	7.56110044192385	7.73689194319227	3.8236169928252	603.065464437287	1.63763836175869e-11	2.45327909022947e-08
CAGL0F05071g	1.50303653700938	2.67657636244364	3.4994487067567	3.78474731658655	3.93444457988877	4.01549939670988	4.01254172863876	4.07704429635945	3.91475313485127	6.97149328620044	585.345380079862	1.87452079482672e-11	2.45327909022947e-08
CAGL0G05269g	3.53098185705895	6.8162677299169	8.44435573860407	8.6683754034835	9.11638128128144	9.08940517138208	9.07715715419121	9.4603146661321	9.16809533445521	7.24372590531215	531.32794959249	2.90626437436827e-11	2.9986388681971e-08
CAGL0G06050g	9.62748982261518	9.68412252806187	10.0333872267443	9.91452272603357	10.2374521507099	10.2872767892773	10.7577377560659	11.0951612491528	10.975852377277	7.77283818243811	512.012076510303	3.43683537902247e-11	2.9986388681971e-08
CAGL0A01650g	3.00496567019288	4.07215747300314	4.49751430760251	4.55844348962001	4.78310091599083	5.01212637366368	4.99518378439712	5.09065179327628	5.04356537115023	9.3385542249989	476.982175286424	4.7369807961864e-11	3.40243145495463e-08
CAGL0K07546g	8.61302546159395	9.8138569995227	10.3572928548682	10.2409877048271	10.128137249189	10.1656057642651	10.1032751318687	10.1069600577411	10.2365882426514	10.9560755763681	467.265509467355	5.1995132071895e-11	3.40243145495463e-08
CAGL0B02475g	8.75758323874854	8.99462625334684	9.37780928272054	9.40866299818463	9.66856366898394	9.63715169181929	10.2037252295755	10.3790546729156	10.2728103271995	11.7221299034515	450.372714149865	6.14248142479798e-11	3.57287669542416e-08
CAGL0K11275g	1.21652856605294	2.36065120793926	3.08666091757388	3.26803874171846	3.56369022493203	3.64580895499766	3.58333100000023	3.6300537024124	3.36139685401946	7.18963952034868	424.820385571213	8.00088787953482e-11	4.18846480493648e-08
CAGL0G08734g	-1.11772087426083	-2.39706262215775	-4.12809829071322	-5.00680451502525	-5.4850997971286	-5.47290386018242	-4.84777299627393	-4.86003608035533	-4.46984069287599	5.66025026002372	396.901243465599	1.0881981927249e-10	5.17883412628623e-08
CAGL0H08844g	2.81688730593893	4.40501013865928	4.98512474812541	4.99327636837496	4.90332589421751	4.94096951224871	4.96351130661571	5.15635227373921	4.92379589696101	9.27469390869057	375.352044009965	1.40076456118941e-10	6.11083539818881e-08
CAGL0C05027g	3.27061925834964	5.74542255538663	6.29963178178367	6.51078787940973	6.5338584948832	6.30719003116319	6.56885216492956	6.82420062767213	6.39827061339668	7.15898143172217	355.486724436374	1.79124399031074e-10	7.21320176098208e-08
CAGL0J04884g	1.30164771471489	3.53625984521685	5.03487772227912	5.47316542279393	6.01206903716374	6.25100324095851	6.14300637609288	6.0698935370073	6.13676348567226	6.82683101022246	326.342573467945	2.63688838039701e-10	9.86007905098454e-08
CAGL0G02717g	3.40394931426152	4.8435564225539	5.05678561510285	5.01300781008481	4.82567383255091	5.11660525881767	5.33241609358768	5.45514245267101	5.37475267511443	6.90017444643789	319.377071444765	2.90695389376497e-10	1.01452690892398e-07
CAGL0L04378g	3.76057281343449	4.98404617541991	5.71333548513956	5.97410864374719	6.05043209601566	6.12299754258532	6.16090643276375	6.24032745288568	5.88848453100713	8.46054625559588	314.776617223868	3.10393924052198e-10	1.01557012025829e-07
CAGL0L02827g	1.66426452168921	2.89969218034128	3.47610755797502	3.52243283734288	3.79306604275115	3.84746438999549	3.8905602809479	3.8031539233401	3.69667317492726	7.41491254051882	304.895964915812	3.58506034318487e-10	1.04387100329596e-07
CAGL0H08888g	1.91313173808853	3.42605693865065	4.06258541169969	4.11764874312552	4.59069120229878	4.75563658774832	5.04928463914924	4.95045827551782	4.92695255283024	6.88372085226121	302.629054102774	3.70799624820841e-10	1.04387100329596e-07
CAGL0E04708g	0.917497767576084	1.7180026233577	2.38027297356521	2.57223272937178	2.68806305729669	2.90761709072506	2.77587634514714	2.9537152556919	2.76385921158374	6.04048131047423	301.191172066545	3.788643564971e-10	1.04387100329596e-07
CAGL0M06303g	-1.18474383259708	-2.83190594112116	-4.3388656973426	-4.00388547770907	-3.6551827252991	-3.23945647906103	-3.16278938464994	-3.30078535659982	-2.9803255851787	7.41342634366286	293.623072995724	4.25020821265251e-10	1.11249199966179e-07
CAGL0E01881g	2.56347340852953	3.77573670789169	4.15661204903589	4.1528041424024	4.27313347074114	4.36997711172132	4.66744645454604	4.89107386336918	4.63520967334945	8.72634330301846	272.844879094375	5.92050414842511e-10	1.42719308896535e-07
CAGL0C02321g	2.63490770347379	3.47337161007317	3.79068408056128	3.88080179370832	4.01424018408429	4.02133985295887	4.09109769591719	4.1406718097738	4.04048326689397	8.46425878486022	272.062618248676	5.99775510166908e-10	1.42719308896535e-07
CAGL0H03311g	1.81976167077623	2.88307893782482	3.77444567213784	4.47531377959398	4.69578079302079	5.47578409007631	5.39430432222411	5.58661053745533	5.92856826376826	3.19726310849632	267.164051746398	6.51050219870914e-10	1.43216026944495e-07
CAGL0G06952g	2.12973978970396	2.60571039159215	2.71538341009655	2.77659176848928	2.74161750268825	2.71227780303131	2.69381545328323	2.63697401901262	2.58391904270451	9.42475057253091	266.664202339185	6.56577773957569e-10	1.43216026944495e-07
CAGL0D00990g	2.66429386507472	3.84016133537821	4.1544735336	4.43721039547678	4.45065986906997	4.56707003623368	4.46118484950878	4.65880603756345	4.35103406123566	7.53230521736953	261.160802729859	7.21390219694703e-10	1.45868341420525e-07
CAGL0K07524g	1.49466762013331	1.77282437887193	2.18655253478218	2.22440696395765	2.40373282658601	2.66215483564933	3.02812830685555	3.27864234416965	3.26365357963365	9.47784639616441	260.914800004821	7.24465497026484e-10	1.45868341420525e-07
CAGL0J02552g	4.38080337347698	5.43084436047378	5.71004752460649	5.91800691340209	5.75780950064384	6.12221231118193	6.49669498067194	6.67479536793632	6.31750027030663	5.61660188542963	253.742952926574	8.21584827992891e-10	1.56153075962797e-07
CAGL0F04631g	4.47619399095902	7.77818700372139	11.169777544645	11.9260378656174	12.7341099049313	13.1852110801954	13.1885927871875	13.2686447217749	13.310670290676	5.87567534924741	252.820348143923	8.35202698559372e-10	1.56153075962797e-07
CAGL0D02090g	-1.5763329664858	-3.21713102959435	-5.0621003532444	-5.27817990891559	-4.84305544605145	-4.64287373631233	-4.3928267371213	-4.28809607905403	-4.21185446393832	8.11414720619714	248.601900392413	9.01091991733293e-10	1.57504443738412e-07
CAGL0B03531g	1.07844168578822	2.23321694909713	2.79160637643974	2.52310894317132	3.07398626063754	3.62738970594642	4.11199064154187	4.26511218589791	4.2720305347157	5.05352580556046	247.333863155152	9.22126692744295e-10	1.57504443738412e-07
CAGL0I04444g	0.598767813425565	0.85913862976501	1.15971792684174	1.49272244813674	2.2312901170184	2.94214454254506	3.33591532184251	3.44790112110027	3.40550557896302	8.1448571027861	246.710251002509	9.32691070848284e-10	1.57504443738412e-07
CAGL0G05698g	0.918372921420185	2.74351798839814	3.89689492475145	3.82576913867035	3.64334987498615	3.39132921205369	3.43082031339611	3.46508359739412	3.08399535564524	7.53892407562087	239.817250563986	1.05989775158e-09	1.73392647797541e-07
CAGL0M05951g	1.72748983711308	2.84911769634785	3.58598407088096	3.76126583765617	3.74475162307392	3.80348983607042	3.62533084781557	3.82079428992327	3.3260484464369	6.12154782172195	237.08511115462	1.11612400010391e-09	1.73669457251815e-07
CAGL0G04829g	2.02822196852908	2.85677921775356	3.07121304334805	3.07622638843189	3.05700296617623	3.00832778510727	3.00928205824901	3.0827025246283	2.80757344106555	7.19428624138462	235.422843926064	1.15211656542738e-09	1.73669457251815e-07
CAGL0H09262g	2.40149385723729	3.27303919127676	3.27607561730598	3.26098985823238	2.73762488903991	2.56534272971772	1.82650868164041	2.33223220911485	1.77490698301295	3.48548337468082	234.99983824824	1.16150083531803e-09	1.73669457251815e-07
CAGL0B03927g	-0.64806252294874	-1.71956347402363	-2.42428065643415	-2.62670559587886	-2.81313005678279	-2.67564799377556	-2.49579237904719	-2.5751038092307	-2.36821316664279	6.11056546068446	232.413038785828	1.22096238232295e-09	1.73669457251815e-07
CAGL0E05984g	2.0102703715578	6.43290799764004	9.6639942432854	10.3434083487274	10.8358323197391	10.9886803373687	11.3747258338891	11.9019072775289	11.3502780096766	9.37332646874606	230.342661045712	1.27124630442403e-09	1.73669457251815e-07
CAGL0K10824g	2.60533402061985	4.31823867598414	4.98006123880403	5.04319359517243	5.20575873514977	5.33215827061978	5.6204879716717	5.7096895996652	5.55171744884767	6.37282912701578	229.01279658642	1.30488060940918e-09	1.73669457251815e-07
CAGL0K07458g	1.7135034772323	2.62928977555424	3.20598919595511	3.4892161955972	3.81528993453904	4.03787907203752	3.91076945122511	3.7440058250804	3.86192893438886	8.23165897120506	228.182580245145	1.32642914167218e-09	1.73669457251815e-07
CAGL0L11066g	-0.0448850670139684	-0.461170842180375	-1.0294441447247	-1.19592472595314	-1.84341746583672	-1.80991070201964	-2.0763092664185	-1.9892777169204	-1.69012696784181	6.68211653354908	227.107419272391	1.35498439412193e-09	1.73669457251815e-07
CAGL0F03707g	0.690934208722924	1.55560100807041	2.38279028758757	2.52583197363341	2.72725174077139	2.85924701325318	2.97563781207611	2.60360523279821	2.90689093880051	7.15264881081754	226.383065075169	1.37464602401539e-09	1.73669457251815e-07
CAGL0M10351g	2.10530689902712	2.67391458722676	2.65585065742139	2.65625523869965	2.56785807670903	2.62168864616984	2.47121419509458	2.40354680480339	2.45861491121353	8.1034170400022	225.706109901279	1.39333661978534e-09	1.73669457251815e-07
CAGL0K04301g	2.16748857488233	4.21492468563167	4.79095362900234	4.81387384568344	5.07704324856279	5.13302640723038	5.54713367998495	5.44141399776013	5.64010017946273	5.43813920692201	224.297540358675	1.43323082328658e-09	1.74487519997796e-07
CAGL0F07777g	1.93469535435588	4.6038699790731	6.01071737768817	6.33671854619782	6.45823841705388	6.81107912653422	7.09663567843877	7.28789883377322	6.84235166879198	9.61440783434285	220.989928674183	1.53252812650066e-09	1.81718277551065e-07
CAGL0C04543g	1.78925726074189	2.96712587285228	3.79693340161452	3.99209580063492	4.22706137674559	4.31298264163692	4.38843721568232	4.41383796663963	3.95999255290125	7.84414052078521	219.838296189373	1.56905891219425e-09	1.81718277551065e-07
CAGL0E05148g	1.76329979742862	3.36920178588175	3.85754630409638	3.67912877812931	3.7015989718823	3.62691766216949	3.54607574422621	3.67124696510018	3.31172813265985	9.07650285060256	218.525810429865	1.61199645481327e-09	1.81718277551065e-07
CAGL0G02849g	2.84154686617843	4.83718221701039	5.49184383783875	5.46640054465468	5.42639865513085	5.17568568157598	5.25412816850938	5.46700126451299	4.74059451454335	7.61509277401541	217.490299355472	1.64688792663816e-09	1.81718277551065e-07
CAGL0L00957g	1.76847535852789	3.11223265026766	3.52141981414001	3.35646831692976	3.0286257097229	2.8473902348256	2.66965978795278	2.61615742464274	2.25223283689018	7.75312454741285	216.929035006448	1.66618477983785e-09	1.81718277551065e-07
CAGL0H02101g	3.41245638979125	6.48949564603392	6.88823525427982	6.62946551347433	6.53013886163392	6.4020385727063	6.33271954340927	6.54812735108876	5.93933738331046	8.73203159276863	210.740758497494	1.89836795387414e-09	2.02815433439411e-07
CAGL0A03388g	-1.1380633185801	-2.44920033447919	-3.27416658210088	-3.48614815587598	-3.92843101605254	-3.52023444573576	-3.28211826724763	-3.42243359068122	-2.83962815976379	9.68056361817483	209.231330429098	1.96087761974545e-09	2.05303886787349e-07
CAGL0E02651g	1.58014444093291	2.97912719295202	3.4387812283684	3.63518291140791	3.69578772308319	3.5202747450391	3.43114723411176	3.60393256104483	3.12298997058331	6.27474356455363	207.604277393415	2.03109509184542e-09	2.08485937368838e-07
CAGL0J06050g	0.720715788024927	1.75678368202968	2.43423190357753	2.50965802553308	2.87050021694443	2.80409029030733	3.22037637258823	3.27431173522302	3.09087387019123	11.6678351468887	204.213254998746	2.18756558929596e-09	2.11634597044106e-07
CAGL0D06600g	1.78419314031168	3.21476265804102	3.69026813301157	4.05704198817375	4.4048183490889	4.76964451177664	5.04589629570752	5.29682088910622	5.11404564030852	8.67520020537208	203.907175274798	2.20240088223119e-09	2.11634597044106e-07
CAGL0F03113g	1.2019668450046	1.88969389457221	2.30632269704155	2.42061063425617	2.55192473427285	2.58170248229544	2.62668779062814	2.68541658289227	2.31331623218396	7.45178818386546	203.510203348501	2.2218249019885e-09	2.11634597044106e-07
CAGL0G01716g	-0.0761610504709482	0.458989823035948	1.00797160134885	1.31193299016377	1.83387138687457	2.06713613459634	2.31685170899159	2.4156545455402	2.25742335818151	7.39195877052532	201.966030566533	2.29939839854274e-09	2.11634597044106e-07
CAGL0E06072g	2.21492633035897	3.08610111202776	3.26948745626361	3.24708350724876	2.83980557339973	2.74343617459679	2.72021896486258	2.85612417867523	2.95670568559466	6.92527571291407	201.331354111119	2.33223838901206e-09	2.11634597044106e-07
CAGL0H00528g	1.17272824384728	2.25140788121006	3.11015883314752	3.38219676840235	3.67371328223983	3.86666022598781	4.02694858757584	3.84288328292694	3.64708314213587	6.41245062707142	200.480599660925	2.37716149818098e-09	2.11634597044106e-07
CAGL0M13541g	0.917979893822835	2.04760585279373	2.65086728496709	2.68144693839733	2.78767034524392	2.80052251620662	2.65368585678381	2.59136814056071	2.5306024347729	8.2567364777529	199.393640349665	2.43610381401085e-09	2.11634597044106e-07
CAGL0H08261g	2.05374372718834	3.45038639615909	4.25315983087105	4.13899029442635	4.55730548240571	4.53940878913508	4.55393775282971	4.57200310238155	4.54592519535338	5.61061842991491	199.329117535376	2.43965842938482e-09	2.11634597044106e-07
CAGL0M12408g	-1.32675042715327	-3.08287479696645	-5.95861540171639	-6.38904195236863	-6.23158747720057	-5.53468077053785	-5.33561131390856	-5.82409472614123	-4.37372814068188	7.11711262052432	198.853831217474	2.46603828456361e-09	2.11634597044106e-07
CAGL0F07117g	1.67248216103401	2.90255464555481	3.60075143822617	3.77149281634218	3.9204860768241	4.09490588869953	4.03673187465498	4.02346710923945	3.99075422487216	7.38951537810682	198.111395267428	2.50794592448754e-09	2.11759627656327e-07
CAGL0K01551g	-2.49157446691386	-5.11520807990361	-5.36088434878899	-4.99003152448512	-4.47212144000824	-3.6834821915774	-3.17209102541808	-3.25251155431145	-2.8796690622358	4.68538759969508	196.225702251627	2.61835678539593e-09	2.17572980500757e-07
CAGL0G08173g	-1.2007443289708	-2.64975583153292	-4.17758506128817	-4.19509514997828	-3.95934676512925	-3.50138071574409	-3.39130095823292	-3.73080107070768	-2.98798502718032	9.66949351179678	195.295236073243	2.67502046155658e-09	2.18808314316386e-07
CAGL0A00341g	1.41297031723271	3.06842509318779	3.9141977512472	4.08107644385647	4.2905670217554	4.28023274428293	3.98097799825829	4.23927846894332	3.77861994036088	6.18396937946972	186.425647717397	3.2978742504471e-09	2.65605718478317e-07
CAGL0I05896g	1.60416053679897	2.63594952110638	2.87453760803937	2.7926622417867	2.91695431392179	2.88531358290069	2.84852017934606	2.91524550160821	2.63103015592096	8.05951192215204	184.801861846287	3.43036313435549e-09	2.71612376267142e-07
CAGL0I04752g	-0.378916825794537	-1.3731489538694	-2.02952411205646	-2.15444662448333	-3.04242230421842	-2.86626552561676	-2.83979749412318	-2.75438068608906	-2.36712389429086	7.12460064549499	184.257541516734	3.47622334477526e-09	2.71612376267142e-07
CAGL0J04004g	1.83696668040263	4.59385844935096	6.96394372921808	6.99815087220148	6.90892667570103	6.7365856552227	6.60205525321882	6.87087051411259	6.30446507841035	8.42073684552645	180.932356568528	3.77321873938688e-09	2.86272465227396e-07
CAGL0E06380g	2.85643839493764	4.50450573355729	4.76400720021243	4.66127674024194	4.63160977634025	4.33237422975317	4.19060765080204	4.26934397338217	3.84478410505119	7.62655933965099	179.881017956786	3.8735055451197e-09	2.89682878981452e-07
CAGL0M12969g	1.86382409219626	3.0242292022299	3.62595611044639	3.85783730053084	3.8404820308466	3.82433994384323	3.73387310629762	3.8622110638855	3.60344779135455	6.88145757430934	176.315669609509	4.23872489821875e-09	3.01815897136311e-07
CAGL0F03267g	0.763794259847719	1.65614929428691	2.49451076901396	2.54792264069583	2.70757114212025	2.79717958419984	2.76547281105746	2.68858059687631	2.43720576348461	7.5553098688846	175.851827536284	4.28927221714231e-09	3.01815897136311e-07
CAGL0M08184g	0.5286873121056	1.57464447193238	2.53882634881601	2.73222554841824	2.88652005315556	2.86949223939605	2.93518889629348	2.74956449102005	2.80196592393063	5.94210786147375	175.29311124095	4.35113871345317e-09	3.01815897136311e-07
CAGL0G00154g	-1.54729353702386	-2.87842839685141	-3.58938784923306	-3.21283944378334	-2.80027045691148	-2.5391793952598	-2.38223123120898	-2.41770014391573	-2.10164764964786	7.41491129932412	174.558134882659	4.43418952325476e-09	3.01815897136311e-07
CAGL0J02508g	3.87618144548916	4.86252448335896	5.13230263671997	5.24360101499858	5.20543099522643	5.42803192966981	6.12415052728361	6.19790518644302	5.73063318885334	8.36794952914437	174.38154747378	4.45443092658679e-09	3.01815897136311e-07
CAGL0J07040g	2.43609296327186	2.77858113514517	2.89846393316084	2.80491899431486	2.67854874824346	2.68584986165627	2.79823009611071	2.89834963304891	2.83318216809477	9.2442323848056	174.350099644192	4.45804746385149e-09	3.01815897136311e-07
CAGL0I03366g	-1.52170284412026	-2.86532606708063	-2.91844187404701	-2.35460087314431	-1.82319796358696	-1.34974619876694	-1.11993938102809	-1.19922429817861	-1.16058600496058	5.75537718667452	174.089652469143	4.48813731202701e-09	3.01815897136311e-07
CAGL0G02079g	-1.6309830068086	-3.89457270314035	-5.54135821927353	-5.38017853772789	-4.7772907232408	-4.05764299973113	-3.69963652558199	-3.94331391459554	-3.02898520792931	8.93827934635575	173.593092708905	4.54619524840448e-09	3.01815897136311e-07
CAGL0B03201g	2.06994944632445	2.731879551726	2.47740729268792	2.22724607994272	1.62243483760693	1.17179755687604	0.936302914746831	0.943113691658596	0.477035581070931	5.85539216956888	173.521647634904	4.55462385363297e-09	3.01815897136311e-07
CAGL0L05258g	2.84905050914352	3.2549356784574	3.74963458933489	3.75069693455533	3.93621850639977	3.88234533602207	4.08989746820865	4.36179348166859	3.74157217890706	6.30287432713697	169.984852977443	4.99678419569786e-09	3.2366573411914e-07
CAGL0M00154g	-8.88178419700125e-16	3.5527136788005e-15	-8.88178419700125e-16	0	1.24595889710525	-1.33226762955019e-15	2.07499649563378	2.06888355637751	2.66694065939368	-3.10760784085455	169.900092294733	5.00800849353397e-09	3.2366573411914e-07
CAGL0H08778g	0.857177410374731	2.02654999391578	2.57106328862388	2.86921497227887	3.32314681837131	3.4120498198471	3.42738677771129	3.42996758976103	3.36765060792141	7.53219165729052	168.892623486299	5.14380599787853e-09	3.28388102425538e-07
CAGL0G09713g	-0.873333931466346	-1.94485421479105	-3.4336131673273	-3.87394020201205	-3.90867741158684	-3.46908095097707	-3.73931124305934	-4.06973208336124	-3.41575684909353	8.39060917145363	166.637806757511	5.46438047428439e-09	3.44650985335889e-07
CAGL0M06259g	0.835188587123194	1.31778244356887	1.96440325793648	2.06461046963415	1.86734822888403	1.80838190031321	1.93386157257056	1.87614181516934	1.7870926981667	7.56829406256613	165.871602270285	5.57883080169035e-09	3.4768070531963e-07
CAGL0E06116g	0.19399803872	1.65983624562667	2.09634900252133	2.10394319721153	2.4602213190264	2.61356901695163	2.6407283479841	2.4002596219048	2.88283106614554	5.71667891087905	164.92751401948	5.72390245892853e-09	3.52148726146798e-07
